NUMERO_REGISTRO;PRODUTO_TECNICO_MARCA_COMERCIAL;INGREDIENTE_ATIVO(GRUPO_QUIMICI)(CONCENTRACAO);CLASSE;TITULAR_REGISTRO;EMPRESA_<PAIS>_TIPO;CLASSIFICACAO_TOXICOLOGICA;CLASSIFICACAO_AMBIENTAL
1815;Tebutiurom Tecnico Tecnomyl;tebutiurom (uréia) (950 g/kg);Herbicida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu;;II;II
TC06021;Tebutiurom Tecnico Tecnomyl II;tebutiurom (uréia) (980 g/kg);Herbicida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu;;PT;II
05319;Tebutiurom Técnico OF;tebutiurom (uréia) (980 g/kg);Herbicida;Ouro Fino Química S.A. - Uberaba; (Jiangsu Kuaida Agrochemical Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangxi Zhonghe Chemical Industry Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ancom Crop Care Sdn. Bhd.<MALÁSIA>FABRICANTE) +  (Sinon Corporation - Taiwan<TAIWAN (ILHA FORMOSA)>FABRICANTE);II;II
12817;Tebutiurom Técnico Proventis II;tebutiurom (uréia) (980 g/kg);Herbicida;Proventis Lifescience Defensivos Agrícolas Ltda; (Yancheng South Chemical Co, Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Changlong Agrochemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);II;II
1615;Tebutiurom Técnico Sumitomo;tebutiurom (uréia) (980 g/kg);Herbicida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (Yingde Greatchem Chemicals <CHINA, REPUBLICA POPULAR>FABRICANTE);II;II
TC09022;Tebutiurom Técnico Sumitomo BR;tebutiurom (uréia) (980 g/kg);Herbicida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (Jiangsu Kuaida Agrochemical Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
1715;Tebutiurom Técnico Sumitomo GR;tebutiurom (uréia) (980 g/kg);Herbicida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (Yingde Greatchem Chemicals <CHINA, REPUBLICA POPULAR>FABRICANTE);II;II
1515;Tebutiurom técnico CCAB;tebutiurom (uréia) (980 g/kg);Herbicida;CCAB Agro S.A.   São Paulo; (Yingde Greatchem Chemicals <CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Changlong Agrochemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);II;II
4013;Tebutiuron Tecnico Alta;tebutiurom (uréia) (980 g/kg);Herbicida;ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba; (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Sevencontinent Green Chemical Co., Ltd - Unit I<CHINA, REPUBLICA POPULAR>FABRICANTE);II;II
00105;Tebutiuron Técnico Milenia;tebutiurom (uréia) (982.3 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Adama Brasil S.A.- Londrina/PR<BRASIL>FABRICANTE) +  (Adama Agan Ltd. - Ashdod <ISRAEL>FABRICANTE) +  (Volcano Agroscience (PTY) Ltd.<ÁFRICA DO SUL>FABRICANTE) +  (Adama Brasil S.A. - Taquari<BRASIL>FABRICANTE);III;II
01318;Tebutiuron Técnico Nortox ;tebutiurom (uréia) (970 g/kg);Herbicida;Nortox S.A. - Arapongas; (Ancom Crop Care Sdn. Bhd.<MALÁSIA>FABRICANTE);II;II
12417;Tebutiuron Técnico Nortox BR;tebutiurom (uréia) (980 g/kg);Herbicida;Nortox S.A. - Arapongas; (Jiangsu Flag Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Kuaida Agrochemical Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);II;II
8310;Tebutiuron Técnico Ouro Fino;tebutiurom (uréia) (970 g/kg);Herbicida;Ouro Fino Química S.A. - Uberaba; (Danyang Jixiang Chemical Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangxi Zhonghe Chemical Industry Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);II;II
02418200;Tecto Técnico;tiabendazol (benzimidazol) (985 g/kg);Fungicida;Syngenta Proteção de Cultivos Ltda.  São Paulo/SP; (Merk & Co. Inc.<ESTADOS UNIDOS>FABRICANTE);IV;III
0507;Teflubenzuron Técnico;teflubenzurom (benzoiluréia) (950 g/kg);Acaricida/Inseticida;Basf Agricultural Solutions Brasil Ltda  SãoPaulo/SP; (Dynamit Nobel GmbH<ALEMANHA>FABRICANTE);III;III
TC19725;Teflubenzuron Técnico CroPchem II;teflubenzurom (benzoiluréia) (980 g/kg);Inseticida;Cropchem Ltda - Porto Alegre; (Jiangsu Subin Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC23425;Teflubenzuron Técnico FB;teflubenzurom (benzoiluréia) (975 g/kg);Inseticida;Agroallianz S.A; (Huaian Glory Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC25225;Tembotriona Técnico CAC;Tembotriona (Tricetona) (970 g/kg);Herbicida;CAC Quimica do Brasil Ltda; (Zhangye Dagong Pesticide Chemistry Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
1194;Terbufos Técnico;terbufós (organofosforado) (850 g/kg);Inseticida/Nematicida;AMVAC do Brasil Importação e Comércio de Insumos Agrícolas Ltda; (Amvac Chemical Corporation - Hannibal Plant - Missouri<ESTADOS UNIDOS>FABRICANTE);I;I
7608;Terbuthylazine Técnico;terbutilazina (triazina) (970 g/kg);Herbicida;Oxon Brasil Defensivos Agrícolas Ltda.; (Oxon Italia S.p.A<ITÁLIA>FABRICANTE) +  (Sipcam Oxon S.P.A. - Mezzana Bigli <ITÁLIA>FABRICANTE) +  (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC03321;Terbutilazina Tecnico ZS;terbutilazina (triazina) (970 g/kg);Herbicida;Zhongshan Química do Brasil - Sorocaba/SP; (Anhui Zhongshan Chemical Industry Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC05526;Terbutilazina Técnico Binnong;terbutilazina (triazina) (970 g/kg);Herbicida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.; (Zhanhua Goalsun Fine Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC24022;Terbutilazina Técnico CropChem;terbutilazina (triazina) (970 g/kg);Herbicida;Cropchem Ltda - Porto Alegre; (Shandong Zhongnong Minchang Chemical Industry Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC02526;Terbutilazina Técnico Nortox ;terbutilazina (triazina) (970 g/kg);Herbicida;Nortox S.A. - Arapongas; (Zhanhua Goalsun Fine Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC17723;Terrad'or Técnico;Tiafenacil (Uracila) (950 g/kg);Herbicida/Regulador de Crescimento;Farmhannong do Brasil Limitada; (FarmHannong Co. Ltd.  - Unidade Banwol<CORÉIA (DO SUL), REPÚBLICA DA>FABRICANTE);Não;III
02238701;Terrazole Técnico ;etridiazol (éter tiadiazólico) (950 g/kg);Fungicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Lanxess Canadá CO/CIE <CANADÁ>FABRICANTE);II;II
4708;Tetraconazole Técnico ;tetraconazol (triazol) (940 g/kg);Fungicida;Gowan Produtos Agrícolas Ltda. - Matriz Campinas/SP; (Isagro S.p.A - Bussi sul Tirino (Pescara)<ITÁLIA>FABRICANTE) +  (Oxon Italia S.p.A<ITÁLIA>FABRICANTE) +  (Isagro S.p.A - Bussi sul Tirino (Pescara)<ITÁLIA>FABRICANTE);III;II
TC17323;Tetraconazole Técnico Udragon;tetraconazol (triazol) (960 g/kg);Fungicida;Syncrom Assessoria e Comércio de Produtos Agropecuários  Ltda.; (Zhejiang Udragon Bioscience Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC18623;Tetraconazole Técnico ZB;tetraconazol (triazol) (960 g/kg);Fungicida;Oxon Brasil Defensivos Agrícolas Ltda.; (Zhejiang Udragon Bioscience Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Sipcam Nichino Brasil S. A. - Igarapava/SP<BRASIL>FABRICANTE);PT;II
09001;Thiabendazole Técnico;tiabendazol (benzimidazol) (985 g/kg);Fungicida;Syngenta Proteção de Cultivos Ltda.  São Paulo/SP; (Syngenta Production France S.A.S. - Aigues-Vives<FRANÇA>FABRICANTE) +  (Hikal Limited<ÍNDIA>FABRICANTE) +  (Jiangsu Noon Crop Science Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Guangan Lier Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC16121;Thiacloprid Técnico SAU;tiacloprido (neonicotinóide) (975 g/kg);Inseticida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.; (Shandong United Pesticide Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
34617;Thiamethoxam GSP Técnico Helm;tiametoxam (neonicotinóide) (995 g/kg);Inseticida;Helm do Brasil Mercantil - São Paulo/SP; (GSP Crop Science Limited - Navrangpura<ÍNDIA>FABRICANTE);III;III
TC01623;Thiamethoxam SR Técnico Helm;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Helm do Brasil Mercantil - São Paulo/SP; (Shandong United Pesticide Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shijiazhuang Richem Co., Ltd - Zhaoxian<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
35017;Thiamethoxam Tecnico Rotam;tiametoxam (neonicotinóide) (985 g/kg);Inseticida;Albaugh Agro Brasil Ltda.- São Paulo; (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Yancheng South Chemical Co, Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
9898;Thiamethoxam Técnico;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Syngenta Proteção de Cultivos Ltda.  São Paulo/SP; (Viakem S.A. de C.V. - Unidade de San Nicolás de Los Garza<MÉXICO>FABRICANTE) +  (AlzChem Trostberg GmbH  -Trostberg<ALEMANHA>FABRICANTE) +  (Bharat Rasayan Ltd. - Unit II - Gujarat<ÍNDIA>FABRICANTE) +  (Deccan Fine Chemical (Índia) Private Limited - Telangana (Escritorio)<ÍNDIA>FABRICANTE) +  (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC04722;Thiamethoxam Técnico Limuda;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Agrolimuda do Brasil Ltda - Guarulhos/SP; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 02<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC01723;Thiamethoxam Técnico Sino-Agri;tiametoxam (neonicotinóide) (980 g/L);Inseticida;Lemma Agronegócios Importação e Exportação Ltda.; (Shijiazhuang Richem Co., Ltd - Zhaoxian<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
35217;Thiamethoxam Técnico UPL;tiametoxam (neonicotinóide) (950 g/kg);Inseticida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (GSP Crop Science Limited - Navrangpura<ÍNDIA>FABRICANTE) +  (Sinochem Ningbo Import e Export Corporation Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
34917;Thiamethoxam Técnico UPL Brasil;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (GSP Crop Science Limited - Navrangpura<ÍNDIA>FABRICANTE) +  (Sinochem Ningbo Import e Export Corporation Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC14722;Thiamethoxam Técnico ZS;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Zhongshan Química do Brasil - Sorocaba/SP; (CAC Nantong Chemical Co. Ltd. - Jiangsu<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC22725;Thiametoxam Técnico SAU;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.; (Shandong United Pesticide Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
35717;Thiametoxan Técnico CCAB;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;CCAB Agro S.A.   São Paulo; (Tecnomyl S.A. - Villeta<PARAGUAI>FABRICANTE) +  (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Yancheng South Chemical Co, Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Hebei de Rich Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shijiazhuang Richem Co., Ltd - Zhaoxian<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
01694;Thianosan Técnico;tiram (dimetilditiocarbamato) (980 g/kg);Fungicida;Taminco do Brasil Produtos Químicos Ltda; (Taminco N.V.<BÉLGICA>FABRICANTE);I;II
3313;Thidiazuron Técnico Avgust;tidiazurom (uréia) (965 g/kg);Herbicida;Avgust Crop Protection Importação e Exportação Ltda.; (Changzhou August Agrochem Company Limited<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
03505;Thidiazuron Técnico BCS;tidiazurom (uréia) (960 g/kg);Herbicida;Bayer S.A. - São Paulo/ SP; (Jiangsu Yangnong Chemical Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC22325;Thidiazuron Técnico CCAB;tidiazurom (uréia) (980 g/kg);Herbicida/Regulador de Crescimento;CCAB Agro S.A.   São Paulo; (Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
7016;Thidiazuron Técnico UPL;tidiazurom (uréia) (974 g/kg);Herbicida/Regulador de Crescimento;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Jiangsu Repont Pesticide Factory - Jintan<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC17120;Thiencarbazone Methyl Técnico;tiencarbazona metílica (triazolona) (960 g/kg);Herbicida;Bayer S.A. - São Paulo/ SP; (Bayer AG -Industriepark Höchst - Frankfurt <ALEMANHA>FABRICANTE) +  (Saltigo GmbH- Leverkusen<ALEMANHA>FABRICANTE) +  (Bayer Cropscience LP - Kansas City - Missouri<ESTADOS UNIDOS>FABRICANTE);Não;III
3611;Thiodi Técnico ;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA; (Shangdong Libang Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);II;I
TC10520;Thiodicarb Tecnico SJ;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.; (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE);PT;I
TC11720;Thiodicarb Técnico 980 AGCN;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP; (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE);PT;I
TC11420;Thiodicarb Técnico Jubaili;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;Jubailireg Brasil Ltda - São Paulo/SP; (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE);PT;I
10108;Thiodicarb Técnico Rotam;tiodicarbe (metilcarbamato de oxima) (960 g/kg);Inseticida;Albaugh Agro Brasil Ltda.- São Paulo; (Nantong Rotam Chemistry Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);II;I
01400;Thiophanate Methyl Técnico;tiofanato-metílico (benzimidazol (precursor de)) (940 g/kg);Fungicida;Sipcam Nichino Brasil S.A. - Uberaba/MG; (Rallis India Ltd. - Bangalore<ÍNDIA>FABRICANTE) +  (FarmHannong Co. Ltd.  - Unidade Banwol<CORÉIA (DO SUL), REPÚBLICA DA>FABRICANTE) +  (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
3708;Thiophanate-Methyl 98 Técnico Helm;tiofanato-metílico (benzimidazol (precursor de)) (980 g/kg);Fungicida;Helm do Brasil Mercantil - São Paulo/SP; (Tai Cang Pesticide Factory Co. Ltd - Jiangsu<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
10513;Thiophanate-methyl G Técnico Helm;tiofanato-metílico (benzimidazol (precursor de)) (970 g/kg);Fungicida;Helm do Brasil Mercantil - São Paulo/SP; (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
1093;Thiram Técnico ALS I;tiram (dimetilditiocarbamato) (950 g/kg);Fungicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Chemtura Corporation México S. DE R.L. DE C.V<MÉXICO>FABRICANTE);II;II
03006;Thiram Técnico ALS II;tiram (dimetilditiocarbamato) (960 g/kg);Fungicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Taminco N.V.<BÉLGICA>FABRICANTE);I;II
7809;Thiram Técnico Flexsys;tiram (dimetilditiocarbamato) (970 g/kg);Fungicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Flexsys<ALEMANHA>FABRICANTE);I;II
TC04426;Tiabendazol Técnico CHDS;tiabendazol (benzimidazol) (990 g/kg);Fungicida;CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR   ; (Jiangsu Noon Crop Science Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC11220;Tiacloprido Ascenza Técnico;tiacloprido (neonicotinóide) (975 g/kg);Inseticida;Ascenza Brasil Ltda - Hortolândia/SP; (Shangdong United Pesticide Industry Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
41019;Tiametoxam Ascenza Técnico;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Ascenza Brasil Ltda - Hortolândia/SP; (Rudong Zhongyi Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong United Pesticide Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
34817;Tiametoxam Tecnico Sumitomo;tiametoxam (neonicotinóide) (995 g/kg);Inseticida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (GSP Crop Science Limited - Navrangpura<ÍNDIA>FABRICANTE);III;III
TC20625;Tiametoxam Técnico Adama 3;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Adama Brasil S.A.- Londrina/PR; (Insecticides (India) Limited - Rajasthan<ÍNDIA>FABRICANTE);PT;III
TC15920;Tiametoxam Técnico Adama Brasil;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Adama Brasil S.A.- Londrina/PR; (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Rudong Zhongyi Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong United Pesticide Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC14222;Tiametoxam Técnico Agrisor ;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;CAC Quimica do Brasil Ltda; (CAC Nantong Chemical Co. Ltd. - Jiangsu<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC06023;Tiametoxam Técnico Agristar;tiametoxam (neonicotinóide) (985 g/kg);Inseticida;Albaugh Agro Brasil Ltda.- São Paulo; (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC27722;Tiametoxam Técnico Albaugh;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Albaugh Agro Brasil Ltda.- São Paulo; (Shijiazhuang Richem Co., Ltd - Zhaoxian<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
35817;Tiametoxam Técnico Alta;tiametoxam (neonicotinóide) (995 g/kg);Inseticida;ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba; (GSP Crop Science Limited - Navrangpura<ÍNDIA>FABRICANTE);III;III
15819;Tiametoxam Técnico Betachem;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Acrom Agroindustrial Ltda- Londrina/PR; (Hebei de Rich Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC15123;Tiametoxam Técnico Cropchem;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Cropchem Ltda - Porto Alegre; (Shijiazhuang Baofeng Chemical Co. Ltd - Er Shi Li Pu Town<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shijiazhuang Richem Co., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
37117;Tiametoxam Técnico HG;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Hailir Brasil Defensivos Agricolas Ltda - São Paulo/SP; (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC01726;Tiametoxam Técnico Hy-Green;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Changqing do Brasil Produtos Agrícolas Ltda; (Jiangsu Changqing Agrochemical Co., Ltd - Yangzhou<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
39818;Tiametoxam Técnico IN;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR   ; (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
35117;Tiametoxam Técnico ME2;tiametoxam (neonicotinóide) (985 g/kg);Inseticida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (YianCheng South Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC29525;Tiametoxam Técnico OF;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Ouro Fino Química S.A. - Uberaba; (Crystal Crop Protection Limited.<ÍNDIA>FABRICANTE);PT;III
TC27822;Tiametoxam Técnico OF I;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Ouro Fino Química S.A. - Uberaba; (Shijiazhuang Richem Co., Ltd - Zhaoxian<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC23025;Tiametoxam Técnico OF II;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Ouro Fino Química S.A. - Uberaba; (Insecticides (India) Limited - Rajasthan<ÍNDIA>FABRICANTE);PT;III
02118;Tiametoxam Técnico Ouro Fino;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Ouro Fino Química S.A. - Uberaba; (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
35317;Tiametoxam Técnico Proventis;tiametoxam (neonicotinóide) (985 g/kg);Inseticida;Proventis Lifescience Defensivos Agrícolas Ltda; (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Yancheng South Chemical Co, Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
41119;Tiametoxam Técnico Rainbow;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC16123;Tiametoxam Técnico Sulphur Mills;tiametoxam (neonicotinóide) (990 g/kg);Inseticida;SM Agrocare Brasil Importação Comércio e Serviços Agrícolas Ltda; (SML Limited  Unit I - Panoli<ÍNDIA>FABRICANTE);PT;III
TC01823;Tiametoxam Técnico Sulphur Mills II;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;SM Agrocare Brasil Importação Comércio e Serviços Agrícolas Ltda; (Shijiazhuang Richem Co., Ltd - Zhaoxian<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
35417;Tiametoxam Técnico Sumitomo BR;tiametoxam (neonicotinóide) (985 g/kg);Inseticida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Yancheng South Chemical Co, Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
35517;Tiametoxam Técnico Tecnomyl;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu; (Tecnomyl S.A. - Villeta<PARAGUAI>FABRICANTE) +  (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Yancheng South Chemical Co, Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
10019;Tiametoxam Técnico YNG;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Yonon Brasil Defensivos Agricolas Ltda; (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
34717;Tiametoxan Técnico Nortox;tiametoxam (neonicotinóide) (985 g/kg);Inseticida;Nortox S.A. - Arapongas; (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Yancheng South Chemical Co, Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
TC11023;Tiametoxan Técnico Nortox CH;tiametoxam (neonicotinóide) (980 g/kg);Inseticida;Nortox S.A. - Arapongas; (Shijiazhuang Richem Co., Ltd - Zhaoxian<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (CAC Nantong Chemical Co. Ltd. - Jiangsu<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
